,passengerid,survived,pclass,sex,age,sibsp,parch,fare,cabin,embarked,title
594,595,0,2,male,37.0,1,0,26.0,missing,S,Mr
595,596,0,3,male,36.0,1,1,24.15,missing,S,Mr
596,597,1,2,female,28.0,0,0,33.0,missing,S,Miss
597,598,0,3,male,49.0,0,0,0.0,missing,S,Mr
598,599,0,3,male,28.0,0,0,7.225,missing,C,Mr
599,600,1,1,male,49.0,1,0,56.9292,A20,C,Mr
600,601,1,2,female,24.0,2,1,27.0,missing,S,Mrs
601,602,0,3,male,28.0,0,0,7.8958,missing,S,Mr
602,603,0,1,male,28.0,0,0,42.4,missing,S,Mr
603,604,0,3,male,44.0,0,0,8.05,missing,S,Mr
604,605,1,1,male,35.0,0,0,26.55,missing,C,Mr
605,606,0,3,male,36.0,1,0,15.55,missing,S,Mr
606,607,0,3,male,30.0,0,0,7.8958,missing,S,Mr
607,608,1,1,male,27.0,0,0,30.5,missing,S,Mr
608,609,1,2,female,22.0,1,2,41.5792,missing,C,Mrs
609,610,1,1,female,40.0,0,0,153.4625,C125,S,Miss
610,611,0,3,female,39.0,1,5,31.275,missing,S,Mrs
611,612,0,3,male,28.0,0,0,7.05,missing,S,Mr
612,613,1,3,female,28.0,1,0,15.5,missing,Q,Miss
613,614,0,3,male,28.0,0,0,7.75,missing,Q,Mr
614,615,0,3,male,35.0,0,0,8.05,missing,S,Mr
615,616,1,2,female,24.0,1,2,65.0,missing,S,Miss
616,617,0,3,male,34.0,1,1,14.4,missing,S,Mr
617,618,0,3,female,26.0,1,0,16.1,missing,S,Mrs
618,619,1,2,female,4.0,2,1,39.0,F4,S,Miss
619,620,0,2,male,26.0,0,0,10.5,missing,S,Mr
620,621,0,3,male,27.0,1,0,14.4542,missing,C,Mr
621,622,1,1,male,42.0,1,0,52.5542,D19,S,Mr
622,623,1,3,male,20.0,1,1,15.7417,missing,C,Mr
623,624,0,3,male,21.0,0,0,7.8542,missing,S,Mr
624,625,0,3,male,21.0,0,0,16.1,missing,S,Mr
625,626,0,1,male,61.0,0,0,32.3208,D50,S,Mr
626,627,0,2,male,57.0,0,0,12.35,missing,Q,Other
627,628,1,1,female,21.0,0,0,77.9583,D9,S,Miss
628,629,0,3,male,26.0,0,0,7.8958,missing,S,Mr
629,630,0,3,male,28.0,0,0,7.7333,missing,Q,Mr
630,631,1,1,male,80.0,0,0,30.0,A23,S,Mr
631,632,0,3,male,51.0,0,0,7.0542,missing,S,Mr
632,633,1,1,male,32.0,0,0,30.5,B50,C,Other
633,634,0,1,male,28.0,0,0,0.0,missing,S,Mr
634,635,0,3,female,9.0,3,2,27.9,missing,S,Miss
635,636,1,2,female,28.0,0,0,13.0,missing,S,Miss
636,637,0,3,male,32.0,0,0,7.925,missing,S,Mr
637,638,0,2,male,31.0,1,1,26.25,missing,S,Mr
638,639,0,3,female,41.0,0,5,39.6875,missing,S,Mrs
639,640,0,3,male,28.0,1,0,16.1,missing,S,Mr
640,641,0,3,male,20.0,0,0,7.8542,missing,S,Mr
641,642,1,1,female,24.0,0,0,69.3,B35,C,Other
642,643,0,3,female,2.0,3,2,27.9,missing,S,Miss
643,644,1,3,male,28.0,0,0,56.4958,missing,S,Mr
644,645,1,3,female,0.75,2,1,19.2583,missing,C,Miss
645,646,1,1,male,48.0,1,0,76.7292,D33,C,Mr
646,647,0,3,male,19.0,0,0,7.8958,missing,S,Mr
647,648,1,1,male,56.0,0,0,35.5,A26,C,Other
648,649,0,3,male,28.0,0,0,7.55,missing,S,Mr
649,650,1,3,female,23.0,0,0,7.55,missing,S,Miss
650,651,0,3,male,28.0,0,0,7.8958,missing,S,Mr
651,652,1,2,female,18.0,0,1,23.0,missing,S,Miss
652,653,0,3,male,21.0,0,0,8.4333,missing,S,Mr
653,654,1,3,female,28.0,0,0,7.8292,missing,Q,Miss
654,655,0,3,female,18.0,0,0,6.75,missing,Q,Miss
655,656,0,2,male,24.0,2,0,73.5,missing,S,Mr
656,657,0,3,male,28.0,0,0,7.8958,missing,S,Mr
657,658,0,3,female,32.0,1,1,15.5,missing,Q,Mrs
658,659,0,2,male,23.0,0,0,13.0,missing,S,Mr
659,660,0,1,male,58.0,0,2,113.275,D48,C,Mr
660,661,1,1,male,50.0,2,0,133.65,missing,S,Other
661,662,0,3,male,40.0,0,0,7.225,missing,C,Mr
662,663,0,1,male,47.0,0,0,25.5875,E58,S,Mr
663,664,0,3,male,36.0,0,0,7.4958,missing,S,Mr
664,665,1,3,male,20.0,1,0,7.925,missing,S,Mr
665,666,0,2,male,32.0,2,0,73.5,missing,S,Mr
666,667,0,2,male,25.0,0,0,13.0,missing,S,Mr
667,668,0,3,male,28.0,0,0,7.775,missing,S,Mr
668,669,0,3,male,43.0,0,0,8.05,missing,S,Mr
669,670,1,1,female,28.0,1,0,52.0,C126,S,Mrs
670,671,1,2,female,40.0,1,1,39.0,missing,S,Mrs
671,672,0,1,male,31.0,1,0,52.0,B71,S,Mr
672,673,0,2,male,70.0,0,0,10.5,missing,S,Mr
673,674,1,2,male,31.0,0,0,13.0,missing,S,Mr
674,675,0,2,male,28.0,0,0,0.0,missing,S,Mr
675,676,0,3,male,18.0,0,0,7.775,missing,S,Mr
676,677,0,3,male,24.5,0,0,8.05,missing,S,Mr
677,678,1,3,female,18.0,0,0,9.8417,missing,S,Miss
678,679,0,3,female,43.0,1,6,46.9,missing,S,Mrs
679,680,1,1,male,36.0,0,1,512.3292,B51 B53 B55,C,Mr
680,681,0,3,female,28.0,0,0,8.1375,missing,Q,Miss
681,682,1,1,male,27.0,0,0,76.7292,D49,C,Mr
682,683,0,3,male,20.0,0,0,9.225,missing,S,Mr
683,684,0,3,male,14.0,5,2,46.9,missing,S,Mr
684,685,0,2,male,60.0,1,1,39.0,missing,S,Mr
685,686,0,2,male,25.0,1,2,41.5792,missing,C,Mr
686,687,0,3,male,14.0,4,1,39.6875,missing,S,Mr
687,688,0,3,male,19.0,0,0,10.1708,missing,S,Mr
688,689,0,3,male,18.0,0,0,7.7958,missing,S,Mr
689,690,1,1,female,15.0,0,1,211.3375,B5,S,Miss
690,691,1,1,male,31.0,1,0,57.0,B20,S,Mr
691,692,1,3,female,4.0,0,1,13.4167,missing,C,Miss
692,693,1,3,male,28.0,0,0,56.4958,missing,S,Mr
693,694,0,3,male,25.0,0,0,7.225,missing,C,Mr
694,695,0,1,male,60.0,0,0,26.55,missing,S,Other
695,696,0,2,male,52.0,0,0,13.5,missing,S,Mr
696,697,0,3,male,44.0,0,0,8.05,missing,S,Mr
697,698,1,3,female,28.0,0,0,7.7333,missing,Q,Miss
698,699,0,1,male,49.0,1,1,110.8833,C68,C,Mr
699,700,0,3,male,42.0,0,0,7.65,F G63,S,Mr
700,701,1,1,female,18.0,1,0,227.525,C62 C64,C,Mrs
701,702,1,1,male,35.0,0,0,26.2875,E24,S,Mr
702,703,0,3,female,18.0,0,1,14.4542,missing,C,Miss
703,704,0,3,male,25.0,0,0,7.7417,missing,Q,Mr
704,705,0,3,male,26.0,1,0,7.8542,missing,S,Mr
705,706,0,2,male,39.0,0,0,26.0,missing,S,Mr
706,707,1,2,female,45.0,0,0,13.5,missing,S,Mrs
707,708,1,1,male,42.0,0,0,26.2875,E24,S,Mr
708,709,1,1,female,22.0,0,0,151.55,missing,S,Miss
709,710,1,3,male,28.0,1,1,15.2458,missing,C,Master
710,711,1,1,female,24.0,0,0,49.5042,C90,C,Mrs
711,712,0,1,male,28.0,0,0,26.55,C124,S,Mr
712,713,1,1,male,48.0,1,0,52.0,C126,S,Mr
713,714,0,3,male,29.0,0,0,9.4833,missing,S,Mr
714,715,0,2,male,52.0,0,0,13.0,missing,S,Mr
715,716,0,3,male,19.0,0,0,7.65,F G73,S,Mr
716,717,1,1,female,38.0,0,0,227.525,C45,C,Miss
717,718,1,2,female,27.0,0,0,10.5,E101,S,Miss
718,719,0,3,male,28.0,0,0,15.5,missing,Q,Mr
719,720,0,3,male,33.0,0,0,7.775,missing,S,Mr
720,721,1,2,female,6.0,0,1,33.0,missing,S,Miss
721,722,0,3,male,17.0,1,0,7.0542,missing,S,Mr
722,723,0,2,male,34.0,0,0,13.0,missing,S,Mr
723,724,0,2,male,50.0,0,0,13.0,missing,S,Mr
724,725,1,1,male,27.0,1,0,53.1,E8,S,Mr
725,726,0,3,male,20.0,0,0,8.6625,missing,S,Mr
726,727,1,2,female,30.0,3,0,21.0,missing,S,Mrs
727,728,1,3,female,28.0,0,0,7.7375,missing,Q,Miss
728,729,0,2,male,25.0,1,0,26.0,missing,S,Mr
729,730,0,3,female,25.0,1,0,7.925,missing,S,Miss
730,731,1,1,female,29.0,0,0,211.3375,B5,S,Miss
731,732,0,3,male,11.0,0,0,18.7875,missing,C,Mr
732,733,0,2,male,28.0,0,0,0.0,missing,S,Mr
733,734,0,2,male,23.0,0,0,13.0,missing,S,Mr
734,735,0,2,male,23.0,0,0,13.0,missing,S,Mr
735,736,0,3,male,28.5,0,0,16.1,missing,S,Mr
736,737,0,3,female,48.0,1,3,34.375,missing,S,Mrs
737,738,1,1,male,35.0,0,0,512.3292,B101,C,Mr
738,739,0,3,male,28.0,0,0,7.8958,missing,S,Mr
739,740,0,3,male,28.0,0,0,7.8958,missing,S,Mr
740,741,1,1,male,28.0,0,0,30.0,D45,S,Mr
741,742,0,1,male,36.0,1,0,78.85,C46,S,Mr
742,743,1,1,female,21.0,2,2,262.375,B57 B59 B63 B66,C,Miss
743,744,0,3,male,24.0,1,0,16.1,missing,S,Mr
744,745,1,3,male,31.0,0,0,7.925,missing,S,Mr
745,746,0,1,male,70.0,1,1,71.0,B22,S,Other
746,747,0,3,male,16.0,1,1,20.25,missing,S,Mr
747,748,1,2,female,30.0,0,0,13.0,missing,S,Miss
748,749,0,1,male,19.0,1,0,53.1,D30,S,Mr
749,750,0,3,male,31.0,0,0,7.75,missing,Q,Mr
750,751,1,2,female,4.0,1,1,23.0,missing,S,Miss
751,752,1,3,male,6.0,0,1,12.475,E121,S,Master
752,753,0,3,male,33.0,0,0,9.5,missing,S,Mr
753,754,0,3,male,23.0,0,0,7.8958,missing,S,Mr
754,755,1,2,female,48.0,1,2,65.0,missing,S,Mrs
755,756,1,2,male,0.67,1,1,14.5,missing,S,Master
756,757,0,3,male,28.0,0,0,7.7958,missing,S,Mr
757,758,0,2,male,18.0,0,0,11.5,missing,S,Mr
758,759,0,3,male,34.0,0,0,8.05,missing,S,Mr
759,760,1,1,female,33.0,0,0,86.5,B77,S,Other
760,761,0,3,male,28.0,0,0,14.5,missing,S,Mr
761,762,0,3,male,41.0,0,0,7.125,missing,S,Mr
762,763,1,3,male,20.0,0,0,7.2292,missing,C,Mr
763,764,1,1,female,36.0,1,2,120.0,B96 B98,S,Mrs
764,765,0,3,male,16.0,0,0,7.775,missing,S,Mr
765,766,1,1,female,51.0,1,0,77.9583,D11,S,Mrs
766,767,0,1,male,28.0,0,0,39.6,missing,C,Other
767,768,0,3,female,30.5,0,0,7.75,missing,Q,Miss
768,769,0,3,male,28.0,1,0,24.15,missing,Q,Mr
769,770,0,3,male,32.0,0,0,8.3625,missing,S,Mr
770,771,0,3,male,24.0,0,0,9.5,missing,S,Mr
771,772,0,3,male,48.0,0,0,7.8542,missing,S,Mr
772,773,0,2,female,57.0,0,0,10.5,E77,S,Mrs
773,774,0,3,male,28.0,0,0,7.225,missing,C,Mr
774,775,1,2,female,54.0,1,3,23.0,missing,S,Mrs
775,776,0,3,male,18.0,0,0,7.75,missing,S,Mr
776,777,0,3,male,28.0,0,0,7.75,F38,Q,Mr
777,778,1,3,female,5.0,0,0,12.475,missing,S,Miss
778,779,0,3,male,28.0,0,0,7.7375,missing,Q,Mr
779,780,1,1,female,43.0,0,1,211.3375,B3,S,Mrs
780,781,1,3,female,13.0,0,0,7.2292,missing,C,Miss
781,782,1,1,female,17.0,1,0,57.0,B20,S,Mrs
782,783,0,1,male,29.0,0,0,30.0,D6,S,Mr
783,784,0,3,male,28.0,1,2,23.45,missing,S,Mr
784,785,0,3,male,25.0,0,0,7.05,missing,S,Mr
785,786,0,3,male,25.0,0,0,7.25,missing,S,Mr
786,787,1,3,female,18.0,0,0,7.4958,missing,S,Miss
787,788,0,3,male,8.0,4,1,29.125,missing,Q,Master
788,789,1,3,male,1.0,1,2,20.575,missing,S,Master
789,790,0,1,male,46.0,0,0,79.2,B82 B84,C,Mr
790,791,0,3,male,28.0,0,0,7.75,missing,Q,Mr
791,792,0,2,male,16.0,0,0,26.0,missing,S,Mr
792,793,0,3,female,28.0,8,2,69.55,missing,S,Miss
793,794,0,1,male,28.0,0,0,30.6958,missing,C,Mr
794,795,0,3,male,25.0,0,0,7.8958,missing,S,Mr
795,796,0,2,male,39.0,0,0,13.0,missing,S,Mr
796,797,1,1,female,49.0,0,0,25.9292,D17,S,Other
797,798,1,3,female,31.0,0,0,8.6833,missing,S,Mrs
798,799,0,3,male,30.0,0,0,7.2292,missing,C,Mr
799,800,0,3,female,30.0,1,1,24.15,missing,S,Mrs
800,801,0,2,male,34.0,0,0,13.0,missing,S,Mr
801,802,1,2,female,31.0,1,1,26.25,missing,S,Mrs
802,803,1,1,male,11.0,1,2,120.0,B96 B98,S,Master
803,804,1,3,male,0.42,0,1,8.5167,missing,C,Master
804,805,1,3,male,27.0,0,0,6.975,missing,S,Mr
805,806,0,3,male,31.0,0,0,7.775,missing,S,Mr
806,807,0,1,male,39.0,0,0,0.0,A36,S,Mr
807,808,0,3,female,18.0,0,0,7.775,missing,S,Miss
808,809,0,2,male,39.0,0,0,13.0,missing,S,Mr
809,810,1,1,female,33.0,1,0,53.1,E8,S,Mrs
810,811,0,3,male,26.0,0,0,7.8875,missing,S,Mr
811,812,0,3,male,39.0,0,0,24.15,missing,S,Mr
812,813,0,2,male,35.0,0,0,10.5,missing,S,Mr
813,814,0,3,female,6.0,4,2,31.275,missing,S,Miss
814,815,0,3,male,30.5,0,0,8.05,missing,S,Mr
815,816,0,1,male,28.0,0,0,0.0,B102,S,Mr
816,817,0,3,female,23.0,0,0,7.925,missing,S,Miss
817,818,0,2,male,31.0,1,1,37.0042,missing,C,Mr
818,819,0,3,male,43.0,0,0,6.45,missing,S,Mr
819,820,0,3,male,10.0,3,2,27.9,missing,S,Master
820,821,1,1,female,52.0,1,1,93.5,B69,S,Mrs
821,822,1,3,male,27.0,0,0,8.6625,missing,S,Mr
822,823,0,1,male,38.0,0,0,0.0,missing,S,Other
823,824,1,3,female,27.0,0,1,12.475,E121,S,Mrs
824,825,0,3,male,2.0,4,1,39.6875,missing,S,Master
825,826,0,3,male,28.0,0,0,6.95,missing,Q,Mr
826,827,0,3,male,28.0,0,0,56.4958,missing,S,Mr
827,828,1,2,male,1.0,0,2,37.0042,missing,C,Master
828,829,1,3,male,28.0,0,0,7.75,missing,Q,Mr
829,830,1,1,female,62.0,0,0,80.0,B28,missing,Mrs
830,831,1,3,female,15.0,1,0,14.4542,missing,C,Mrs
831,832,1,2,male,0.83,1,1,18.75,missing,S,Master
832,833,0,3,male,28.0,0,0,7.2292,missing,C,Mr
833,834,0,3,male,23.0,0,0,7.8542,missing,S,Mr
834,835,0,3,male,18.0,0,0,8.3,missing,S,Mr
835,836,1,1,female,39.0,1,1,83.1583,E49,C,Miss
836,837,0,3,male,21.0,0,0,8.6625,missing,S,Mr
837,838,0,3,male,28.0,0,0,8.05,missing,S,Mr
838,839,1,3,male,32.0,0,0,56.4958,missing,S,Mr
839,840,1,1,male,28.0,0,0,29.7,C47,C,Mr
840,841,0,3,male,20.0,0,0,7.925,missing,S,Mr
841,842,0,2,male,16.0,0,0,10.5,missing,S,Mr
842,843,1,1,female,30.0,0,0,31.0,missing,C,Miss
843,844,0,3,male,34.5,0,0,6.4375,missing,C,Mr
844,845,0,3,male,17.0,0,0,8.6625,missing,S,Mr
845,846,0,3,male,42.0,0,0,7.55,missing,S,Mr
846,847,0,3,male,28.0,8,2,69.55,missing,S,Mr
847,848,0,3,male,35.0,0,0,7.8958,missing,C,Mr
848,849,0,2,male,28.0,0,1,33.0,missing,S,Other
849,850,1,1,female,28.0,1,0,89.1042,C92,C,Mrs
850,851,0,3,male,4.0,4,2,31.275,missing,S,Master
851,852,0,3,male,74.0,0,0,7.775,missing,S,Mr
852,853,0,3,female,9.0,1,1,15.2458,missing,C,Miss
853,854,1,1,female,16.0,0,1,39.4,D28,S,Miss
854,855,0,2,female,44.0,1,0,26.0,missing,S,Mrs
855,856,1,3,female,18.0,0,1,9.35,missing,S,Mrs
856,857,1,1,female,45.0,1,1,164.8667,missing,S,Mrs
857,858,1,1,male,51.0,0,0,26.55,E17,S,Mr
858,859,1,3,female,24.0,0,3,19.2583,missing,C,Mrs
859,860,0,3,male,28.0,0,0,7.2292,missing,C,Mr
860,861,0,3,male,41.0,2,0,14.1083,missing,S,Mr
861,862,0,2,male,21.0,1,0,11.5,missing,S,Mr
862,863,1,1,female,48.0,0,0,25.9292,D17,S,Mrs
863,864,0,3,female,28.0,8,2,69.55,missing,S,Miss
864,865,0,2,male,24.0,0,0,13.0,missing,S,Mr
865,866,1,2,female,42.0,0,0,13.0,missing,S,Mrs
866,867,1,2,female,27.0,1,0,13.8583,missing,C,Miss
867,868,0,1,male,31.0,0,0,50.4958,A24,S,Mr
868,869,0,3,male,28.0,0,0,9.5,missing,S,Mr
869,870,1,3,male,4.0,1,1,11.1333,missing,S,Master
870,871,0,3,male,26.0,0,0,7.8958,missing,S,Mr
871,872,1,1,female,47.0,1,1,52.5542,D35,S,Mrs
872,873,0,1,male,33.0,0,0,5.0,B51 B53 B55,S,Mr
873,874,0,3,male,47.0,0,0,9.0,missing,S,Mr
874,875,1,2,female,28.0,1,0,24.0,missing,C,Mrs
875,876,1,3,female,15.0,0,0,7.225,missing,C,Miss
876,877,0,3,male,20.0,0,0,9.8458,missing,S,Mr
877,878,0,3,male,19.0,0,0,7.8958,missing,S,Mr
878,879,0,3,male,28.0,0,0,7.8958,missing,S,Mr
879,880,1,1,female,56.0,0,1,83.1583,C50,C,Mrs
880,881,1,2,female,25.0,0,1,26.0,missing,S,Mrs
881,882,0,3,male,33.0,0,0,7.8958,missing,S,Mr
882,883,0,3,female,22.0,0,0,10.5167,missing,S,Miss
883,884,0,2,male,28.0,0,0,10.5,missing,S,Mr
884,885,0,3,male,25.0,0,0,7.05,missing,S,Mr
885,886,0,3,female,39.0,0,5,29.125,missing,Q,Mrs
886,887,0,2,male,27.0,0,0,13.0,missing,S,Other
887,888,1,1,female,19.0,0,0,30.0,B42,S,Miss
888,889,0,3,female,28.0,1,2,23.45,missing,S,Miss
889,890,1,1,male,26.0,0,0,30.0,C148,C,Mr
890,891,0,3,male,32.0,0,0,7.75,missing,Q,Mr
